Data Id,Data Label,tau,emp p,emp p BH Corrected,Pattern Shape,Pattern Period,Pattern Peak,P. Trough,P. Circ. Peak,P. Circ. Trough,P. Width,P. Asym,,JTK p from tau,JTK p BH Corrected,bf corrected JTK p,BH bf corrected p
141,zwf1egf,0.050234664900174,0.985030149698503,0.999010646685986,ACOS,24,6,4,6,4,24,0.08,,0.170598451179497,0.173871323144572,13.3066791920008,1
142,zwf1egf,0.263620581353923,1.9999800002E-05,0.000114863716228,ACOS,24,10,4,10,4,24,0.25,,2.9440018953085E-07,1.73777889653626E-06,2.29632147834063E-05,0.00013554675393
143,zwf1egf,0.327048702124526,9.99990000099999E-06,6.53839615449999E-05,ACOS,24,8,6,8,6,24,0.08,,2.88413392871122E-10,3.55188476119346E-09,2.24962446439475E-08,2.77047011373089E-07
144,zwf1egf,0.177789614551574,0.015989840101599,0.037134874552894,ACOS,24,16,10,16,10,24,0.25,,0.000377749588923,0.000877287296679,0.029464467936002,0.068428409140989
145,zwf1egf,0.249693286410296,9.99990000099999E-05,0.000505947321479,ACOS,24,6,14,6,14,24,0.67,,1.11723397673163E-06,5.65267190608264E-06,8.7144250185067E-05,0.000440908408674
146,zwf1egf,0.176234392851162,0.017949820501795,0.040475785718333,ACOS,24,12,16,12,16,24,0.83,,0.000420195688599,0.000946523029059,0.032775263710725,0.073828796266619
147,zwf1egf,0.099625579663887,0.497585024149758,0.589063050873669,ACOS,24,20,20,20,20,24,0,,0.029538535648013,0.034969018524807,2.30400578054504,1
148,zwf1egf,0.085109582626971,0.69070309296907,0.778644070323222,ACOS,24,16,16,16,16,24,0,,0.05341759072964,0.060218769390177,4.16657207691189,1
149,zwf1egf,0.062726804274535,0.927650723492765,0.973460635764013,ACOS,24,16,10,16,10,24,0.25,,0.117319568460614,0.12311312739694,9.15092633992787,1
150,zwf1egf,0.116739176170567,0.295807041929581,0.400375773312331,ACOS,24,16,16,16,16,24,0,,0.013487721573892,0.01825567410479,1.05204228276354,1
151,zwf1egf,0.105749065238579,0.419705802941971,0.514796004777704,ACOS,24,12,10,12,10,24,0.08,,0.022554219516963,0.027697979760002,1.75922912232309,1
152,zwf1egf,0.056841588397187,0.9620003799962,0.993871129249872,ACOS,24,16,16,16,16,24,0,,0.140743423228305,0.145537603094963,10.9779870118078,1
153,zwf1egf,0.144424661588001,0.095959040409596,0.16378551073927,ACOS,24,2,0,2,0,24,0.08,,0.003105456272141,0.005300477572931,0.242225589226984,0.413437250688627
154,zwf1egf,0.207719199296976,0.002259977400226,0.007388387654585,ACOS,24,6,6,6,6,24,0,,4.14800738227996E-05,0.000135607933651,0.003235445758178,0.010577418824814
155,zwf1egf,0.077640336370199,0.785052149478505,0.862137373458307,ACOS,24,10,10,10,10,24,0,,0.070637180222754,0.077573130735582,5.5097000573748,1
156,zwf1egf,0.042341909975736,0.996640033599664,0.999010646685986,ACOS,24,4,4,4,4,24,0,,0.211201894980414,0.211753800508065,16.4737478084723,1
157,zwf1egf,0.250837798873051,9.99990000099999E-05,0.000505947321479,COS,24,2,14,2,14,24,0.5,,1.00380020467831E-06,5.13994080708773E-06,7.82964159649081E-05,0.000400915382953
158,zwf1egf,0.160489928208152,0.042809571904281,0.083712465627637,ACOS,24,6,22,6,22,24,0.33,,0.001179656942826,0.002305236341962,0.092013241540435,0.179808434673004
159,zwf1egf,0.109031977737426,0.380246197538025,0.478120218797812,ACOS,24,16,0,16,0,24,0.67,,0.019421622915183,0.024420679701043,1.51488658738424,1
160,zwf1egf,0.185274984506359,0.010279897201028,0.025254082719289,ACOS,24,14,4,14,4,24,0.42,,0.000223691113606,0.000549530192385,0.017447906861273,0.042863355006018
161,zwf1egf,0.225105751785184,0.000519994800052,0.002009070818383,ACOS,24,8,0,8,0,24,0.33,,9.99022492740981E-06,3.8598596310447E-05,0.000779237544338,0.003010690512215
162,zwf1egf,0.196525604341814,0.004989950100499,0.01407270695505,ACOS,24,4,20,4,20,24,0.33,,9.82020864883191E-05,0.00027785830318,0.007659762746089,0.021672947648034
163,zwf1egf,0.058461759012923,0.95370046299537,0.988591943348859,ACOS,24,18,18,18,18,24,0,,0.133999401722187,0.138901818858364,10.4519533343306,1
164,zwf1egf,0.131418101348736,0.171418285817142,0.261121044703531,ACOS,24,2,6,2,6,24,0.83,,0.006387216659974,0.009729631112863,0.498202899477963,0.758911226803349
165,zwf1egf,0.148403083888706,0.079379206207938,0.138262961632679,ACOS,24,0,6,0,6,24,0.75,,0.002463154275977,0.004290330193813,0.192126033526211,0.334645755117376
166,zwf1egf,0.140511015134454,0.115258847411526,0.190603152334235,ACOS,24,6,16,6,16,24,0.58,,0.003880650213986,0.006417417669042,0.30269071669087,0.50055857818529
167,zwf1egf,0.30320913679912,9.99990000099999E-06,6.53839615449999E-05,ACOS,24,22,12,22,12,24,0.42,,4.59755543201294E-09,3.907922117211E-08,3.58609323697009E-07,3.04817925142458E-06
168,zwf1egf,0.191946366959092,0.006709932900671,0.017712555793697,COS,24,8,20,8,20,24,0.5,,0.000138004947992,0.000364298775755,0.010764385943368,0.028415304508891
169,zwf1egf,0.09357195474329,0.577574224257757,0.66569998256657,ACOS,24,14,10,14,10,24,0.17,,0.038120941186519,0.043958373651897,2.97343341254847,1
170,zwf1egf,0.505908472494985,9.99990000099999E-06,6.53839615449999E-05,ACOS,24,20,6,20,6,24,0.58,,4.59981753540949E-22,6.51640817516344E-20,3.5878576776194E-20,5.08279837662748E-18
171,zwf1egf,0.142054530669012,0.107508924910751,0.180597996391578,ACOS,24,20,12,20,12,24,0.33,,0.00355629320207,0.005974010319682,0.27739086976144,0.465972804935226
172,zwf1egf,0.341982148189674,9.99990000099999E-06,6.53839615449999E-05,COS,24,6,18,6,18,24,0.5,,4.59885182838858E-11,6.51504009021716E-10,3.58710442614309E-09,5.08173127036938E-08
173,zwf1egf,0.096599362734135,0.537134628653713,0.628876631343879,ACOS,24,12,12,12,12,24,0,,0.033603950402098,0.03934346810163,2.62110813136362,1
174,zwf1egf,0.077947338081452,0.781062189378106,0.859977799185739,ACOS,24,18,10,18,10,24,0.33,,0.069854068888019,0.076911863412974,5.44861737326545,1
175,zwf1egf,0.114610152187227,0.317406825931741,0.417164809833383,ACOS,24,22,12,22,12,24,0.42,,0.014945412399728,0.019660198352377,1.16574216717874,1
176,zwf1egf,0.192694754505746,0.006339936600634,0.017162248759678,ACOS,24,6,22,6,22,24,0.33,,0.00013060370413,0.00035354505895,0.010187088922123,0.027576514598104
177,zwf1egf,0.094990805820998,0.558614413855861,0.652228367826212,ACOS,24,14,14,14,14,24,0,,0.035945823204789,0.041969711159437,2.80377420997352,1
178,zwf1egf,0.157413131804835,0.050749492505075,0.096719884819089,ACOS,24,4,22,4,22,24,0.25,,0.001429392875446,0.002724179246926,0.111492644284794,0.212485981260258
179,zwf1egf,0.168957707662604,0.027559724402756,0.058564414355857,ACOS,24,10,0,10,0,24,0.42,,0.000684129211796,0.001453774575067,0.053362078520096,0.113394416855203
180,zwf1egf,0.083308090024463,0.714322856771432,0.801021673160577,ACOS,24,4,4,4,4,24,0,,0.057231172273317,0.064177435926543,4.46403143731871,1
181,zwf1egf,0.137246106418186,0.133638663613364,0.218447815521845,ACOS,24,4,0,4,0,24,0.17,,0.004655478735151,0.007609917163227,0.36312734134175,0.593573538731707
182,zwf1egf,0.192359915307799,0.006549934500655,0.01745138798612,ACOS,24,22,8,22,8,24,0.58,,0.000133867893817,0.000357264034276,0.010441695717746,0.027866594673551
183,zwf1egf,0.0657343886812,0.904740952590474,0.956504738435203,ACOS,24,0,0,0,0,24,0,,0.106477982486092,0.112570006359675,8.30528263391521,1
184,zwf1egf,0.062106540322272,0.931940680593194,0.974148735171125,ACOS,24,8,10,8,10,24,0.92,,0.119649443655268,0.125248801855884,9.33265660511089,1
185,zwf1egf,0.245140942781139,0.000129998700013,0.000620780309051,ACOS,24,18,10,18,10,24,0.33,,1.70270128334938E-06,8.13087691487062E-06,0.000132810700101,0.00063420839936
186,zwf1egf,0.352982881584812,9.99990000099999E-06,6.53839615449999E-05,COS,24,8,20,8,20,24,0.5,,1.1310941064952E-11,1.92285998104184E-10,8.82253403066254E-10,1.49983078521263E-08
187,zwf1egf,0.194463417644914,0.005689943100569,0.015702765050272,ACOS,24,20,10,20,10,24,0.42,,0.000114564904261,0.000316169378643,0.008936062532379,0.024661211534163
188,zwf1egf,0.098353312221742,0.514434855651444,0.607318926810732,ACOS,24,14,14,14,14,24,0,,0.031195026054756,0.036827461314642,2.43321203227093,1
189,zwf1egf,0.042736714210059,0.996420035799642,0.999010646685986,ACOS,24,16,14,16,14,24,0.08,,0.209045297620144,0.210531401631661,16.3055332143712,1
190,zwf1egf,0.115937930882414,0.303556964430356,0.406953477635035,ACOS,24,20,18,20,18,24,0.08,,0.01402123707445,0.018798188506755,1.09365649180711,1
191,zwf1egf,0.149461407863268,0.075419245807542,0.131906088346524,ACOS,24,4,10,4,10,24,0.75,,0.002313865312279,0.004046883776619,0.18048149435773,0.315656934576277
192,zwf1egf,0.105689689823363,0.420315796842032,0.514796004777704,ACOS,24,14,14,14,14,24,0,,0.022614585827579,0.027697979760002,1.76393769455112,1
193,zwf1egf,0.176987524842201,0.017049829501705,0.039381399664264,ACOS,24,4,20,4,20,24,0.33,,0.000399116759067,0.000921872948932,0.031131107207223,0.071906090016683
194,zwf1egf,0.192404818507008,0.006539934600654,0.01745138798612,ACOS,24,22,22,22,22,24,0,,0.000133425756259,0.000357264034276,0.01040720898819,0.027866594673551
195,zwf1egf,0.115849682763472,0.30449695503045,0.406953477635035,ACOS,24,16,20,16,20,24,0.83,,0.014081095131012,0.018819073681384,1.09832542021892,1
196,zwf1egf,0.174902400353656,0.019429805701943,0.042674830983649,ACOS,24,20,18,20,18,24,0.08,,0.000460022922852,0.001011489748599,0.035881787982448,0.078896200390754
197,zwf1egf,0.230901815651557,0.000319996800032,0.001359986400136,ACOS,24,6,20,6,20,24,0.42,,6.0736294594452E-06,2.58129252026421E-05,0.000473743097837,0.002013408165806
198,zwf1egf,0.288222502690436,9.99990000099999E-06,6.53839615449999E-05,ACOS,24,12,2,12,2,24,0.42,,2.36742328381197E-08,1.59707126288903E-07,1.84659016137334E-06,1.24571558505344E-05
199,zwf1egf,0.121086420263289,0.253537464625354,0.355095133259194,ACOS,24,22,2,22,2,24,0.83,,0.010888335590535,0.015246163933616,0.849290176061689,1
200,zwf1egf,0.23290796270254,0.000259997400026,0.001127539745011,COS,24,4,16,4,16,24,0.5,,5.09884393228881E-06,2.21123333798239E-05,0.000397709826719,0.001724762003626
201,zwf1egf,0.154140350234074,0.059639403605964,0.109253217812649,ACOS,24,18,18,18,18,24,0,,0.001747249592143,0.003200780502848,0.136285468187137,0.249660879222125
202,zwf1egf,0.12748701425841,0.199648003519965,0.293600005176419,ACOS,24,22,18,22,18,24,0.17,,0.007856515324829,0.011553699007101,0.612808195336644,0.901188522553889
203,zwf1egf,0.428851720653926,9.99990000099999E-06,6.53839615449999E-05,ACOS,24,2,18,2,18,24,0.33,,2.22739684705566E-16,9.46643659998654E-15,1.73736954070341E-14,7.38382054798951E-13
204,zwf1egf,0.227243798274325,0.000439995600044,0.001764133302063,ACOS,24,6,14,6,14,24,0.67,,8.32597196776504E-06,3.33824347764164E-05,0.000649425813486,0.00260382991256
205,zwf1egf,0.175039109126625,0.019219807801922,0.042543845394879,ACOS,24,16,10,16,10,24,0.25,,0.000455779745371,0.001008887457202,0.035550820138965,0.078693221661771
206,zwf1egf,0.129718628417239,0.183458165418346,0.27454126867182,ACOS,24,22,0,22,0,24,0.92,,0.006989619826467,0.010459818402284,0.545190346464445,0.815865835378131
207,zwf1egf,0.136360638845651,0.139368606313937,0.223515689371408,ACOS,24,0,0,0,0,24,0,,0.004888139657484,0.007839469262003,0.381274893283759,0.611478602436218
208,zwf1egf,0.162816933861904,0.037909620903791,0.078211596524812,ACOS,24,12,20,12,20,24,0.67,,0.00101805342767,0.002100352945436,0.079408167358279,0.163827529744023
209,zwf1egf,0.237226091508111,0.000219997800022,0.000984200684309,ACOS,24,2,20,2,20,24,0.25,,3.48250679533089E-06,1.55796356633224E-05,0.000271635530036,0.001215211581739
210,zwf1egf,0.159138368877044,0.04589954100459,0.08826834808575,ACOS,24,0,0,0,0,24,0,,0.001283980603428,0.002469193468131,0.100150487067412,0.192597090514254
211,zwf1egf,0.114550672133403,0.318026819731803,0.417164809833383,ACOS,24,14,12,14,12,24,0.08,,0.014988010038047,0.019660198352377,1.16906478296767,1
212,zwf1egf,0.09395791311099,0.5730042699573,0.66569998256657,ACOS,24,14,0,14,0,24,0.58,,0.037518894016296,0.043686383443632,2.92647373327107,1
213,zwf1egf,0.131265289602982,0.172358276417236,0.261615240990447,ACOS,24,6,2,6,2,24,0.17,,0.006439437675176,0.009774146471249,0.502276138663717,0.762383424757428
214,zwf1egf,0.376336992236693,9.99990000099999E-06,6.53839615449999E-05,COS,24,20,8,20,8,24,0.5,,4.99996050363855E-13,1.06364844543595E-11,3.89996919283807E-11,8.29645787440042E-10
215,zwf1egf,0.141132799409625,0.112118878811212,0.186864798018686,ACOS,24,14,4,14,4,24,0.42,,0.003746926933002,0.00624487822167,0.292260300774166,0.487100501290276
216,zwf1egf,0.093543134551726,0.577984220157798,0.66569998256657,ACOS,24,2,10,2,10,24,0.67,,0.038166211476588,0.043958373651897,2.97696449517384,1
217,zwf1egf,0.070860969354359,0.858461415385846,0.920831243948867,ACOS,24,8,18,8,18,24,0.58,,0.089698760008999,0.096267608595517,6.99650328070191,1
218,zwf1egf,0.471613871532247,9.99990000099999E-06,6.53839615449999E-05,ACOS,24,10,20,10,20,24,0.58,,2.02245908305942E-19,1.71909022060051E-17,1.57751808478635E-17,1.3408903720684E-15
219,zwf1egf,0.380510562833673,9.99990000099999E-06,6.53839615449999E-05,ACOS,24,12,4,12,4,24,0.33,,2.80612985892392E-13,7.0153246473098E-12,2.18878128996066E-11,5.47195322490165E-10
220,zwf1egf,0.07595914798423,0.804221957780422,0.876395723222255,ACOS,24,2,2,2,2,24,0,,0.075045763020072,0.081780639188541,5.85356951556565,1
221,zwf1egf,0.444585976029185,9.99990000099999E-06,6.53839615449999E-05,ACOS,24,10,20,10,20,24,0.58,,1.82496798893444E-17,1.10801627899591E-15,1.42347503136886E-15,8.64252697616808E-14
222,zwf1egf,0.114865849619301,0.314726852731473,0.417164809833383,ACOS,24,6,4,6,4,24,0.08,,0.014763473773401,0.019607738605298,1.15155095432528,1
223,zwf1egf,0.152106317994869,0.066089339106609,0.120034056069696,ACOS,24,0,0,0,0,24,0,,0.001975930369646,0.003588762423502,0.154122568832362,0.279923469033136
224,zwf1egf,0.191039558214669,0.007069929300707,0.018547654029633,ACOS,24,22,18,22,18,24,0.17,,0.00014749953128,0.000386958646876,0.011504963439814,0.030182774456303
225,zwf1egf,0.24572262864475,0.000129998700013,0.000620780309051,ACOS,24,8,18,8,18,24,0.58,,1.61409628148837E-06,7.79535135946087E-06,0.000125899509956,0.000608037406038
226,zwf1egf,0.311480902673383,9.99990000099999E-06,6.53839615449999E-05,COS,24,22,10,22,10,24,0.5,,1.79919285746912E-09,1.86501698640091E-08,1.40337042882591E-07,1.45471324939271E-06
227,zwf1egf,0.103010997467547,0.453515464845352,0.546354309828007,ACOS,24,2,2,2,2,24,0,,0.025483155896994,0.030700997346859,1.9876861599655,1
228,zwf1egf,0.264277994001346,1.9999800002E-05,0.000114863716228,ACOS,24,6,22,6,22,24,0.33,,2.75978631489547E-07,1.65202775098389E-06,2.15263332561847E-05,0.000128858164577
229,zwf1egf,0.186284315147931,0.009679903200968,0.023918365467508,ACOS,24,6,22,6,22,24,0.33,,0.00020813026602,0.00051427536662,0.016234160749597,0.040113478596388
230,zwf1egf,0.11697288348881,0.293257067429326,0.399265176677307,ACOS,24,16,10,16,10,24,0.25,,0.013335445323755,0.018162671640322,1.04016473525291,1
231,zwf1egf,0.068470649648374,0.880951190488095,0.933676448771672,ACOS,24,16,14,16,14,24,0.08,,0.097260094112063,0.103081147126251,7.58628734074088,1
232,zwf1egf,0.111713997083894,0.35019649803502,0.449648071495116,ACOS,24,22,22,22,22,24,0,,0.017144347413349,0.022013134896293,1.33725909824118,1
233,zwf1egf,0.150907414807349,0.070279297207028,0.124973645661033,ACOS,24,18,12,18,12,24,0.25,,0.002123131446252,0.003775442948357,0.165604252807693,0.29448454997184
234,zwf1egf,0.20982670040518,0.0019999800002,0.006692846457362,ACOS,24,4,10,4,10,24,0.75,,3.50988211319123E-05,0.00011745668489,0.002737708048289,0.00916162142144
235,zwf1egf,0.1715150760826,0.023579764202358,0.051129590744909,ACOS,24,6,16,6,16,24,0.58,,0.000577594726165,0.00125243754398,0.045052388640861,0.097690128430437
236,zwf1egf,0.223441010056607,0.000609993900061,0.002335562229963,ACOS,24,2,16,2,16,24,0.42,,1.15006774055291E-05,4.403412520135E-05,0.000897052837631,0.003434661765705
237,zwf1egf,0.178208654810926,0.015619843801562,0.036676428815822,ACOS,24,4,20,4,20,24,0.33,,0.000367013812166,0.000861772763373,0.028627077348936,0.067218275543083
238,zwf1egf,0.122289107303411,0.242827571724283,0.342862850441263,ACOS,24,6,8,6,8,24,0.92,,0.010251095923432,0.014474138762321,0.799585482027706,1
239,zwf1egf,0.190424196412563,0.007339926600734,0.019137845431362,ACOS,24,0,16,0,16,24,0.33,,0.000154287390922,0.00040228307449,0.012034416491911,0.031378079810198
240,zwf1egf,0.139053489702046,0.12379876201238,0.203915914508809,ACOS,24,14,12,14,12,24,0.08,,0.004211014316995,0.006936748390399,0.328459116725645,0.54106637445116
241,zwf1egf,0.177846498262016,0.015919840801592,0.037134874552894,ACOS,24,12,4,12,4,24,0.33,,0.000376275320058,0.000877287296679,0.029349474964553,0.068428409140989
242,zwf1egf,0.214665465447453,0.001369986300137,0.004733692500473,ACOS,24,14,14,14,14,24,0,,2.3780944296901E-05,8.21699294811619E-05,0.001854913655158,0.006409254499531
243,zwf1egf,0.165966348608905,0.032189678103219,0.067392183221025,ACOS,24,22,22,22,22,24,0,,0.000831607605245,0.00174105040507,0.064865393209114,0.135801931595435
244,zwf1egf,0.203699742908078,0.002919970800292,0.009124908750913,ACOS,24,20,4,20,4,24,0.67,,5.68034448440985E-05,0.000177510765138,0.00443066869784,0.013845839680749
245,zwf1egf,0.109888586319238,0.37039629603704,0.468507219689708,ACOS,24,10,10,10,10,24,0,,0.01866785913942,0.023612619447183,1.45609301287474,1
246,zwf1egf,0.37556558751289,9.99990000099999E-06,6.53839615449999E-05,ACOS,24,10,20,10,20,24,0.58,,5.5595659807873E-13,1.12510221703583E-11,4.3364614650141E-11,8.77579729287949E-10
247,zwf1egf,0.182318465829119,0.012029879701203,0.028562563536376,ACOS,24,4,10,4,10,24,0.75,,0.000275746415423,0.000654705176284,0.021508220402993,0.051067003750122
248,zwf1egf,0.091475458220221,0.604523954760452,0.688800752743143,ACOS,24,18,18,18,18,24,0,,0.041530251002983,0.04731999108919,3.23935957823265,1
249,zwf1egf,0.114599976607232,0.317536824631754,0.417164809833383,ACOS,24,16,16,16,16,24,0,,0.014952692423892,0.019660198352377,1.16631000906359,1
250,zwf1egf,0.155127837432582,0.056949430505695,0.105692174519303,ACOS,24,2,2,2,2,24,0,,0.001645153938385,0.003053233291763,0.128322007194032,0.238152196757483
251,zwf1egf,0.135979327375576,0.141678583214168,0.225836692943932,ACOS,24,22,0,22,0,24,0.92,,0.004991483615519,0.007958922409784,0.389335722010514,0.62079594796317
252,zwf1egf,0.122960745427181,0.236977630223698,0.335718309483572,ACOS,24,14,14,14,14,24,0,,0.009909581289159,0.014038573492975,0.772947340554381,1
253,zwf1egf,0.218942785180487,0.0009999900001,0.003663756465884,ACOS,24,10,8,10,8,24,0.08,,1.67448421697572E-05,6.13496372598862E-05,0.001306097689241,0.004785271706271
254,zwf1egf,0.160101157035391,0.043679563204368,0.084766275624915,ACOS,24,18,18,18,18,24,0,,0.001208840632021,0.002345923600954,0.094289569297655,0.182982040874444
255,zwf1egf,0.535263130157588,9.99990000099999E-06,6.53839615449999E-05,COS,24,14,2,14,2,24,0.5,,1.80377422701439E-24,3.83302023240557E-22,1.40694389707122E-22,2.98975578127635E-20
256,zwf1egf,0.159031268635155,0.046209537904621,0.088464205448036,ACOS,24,18,18,18,18,24,0,,0.001292597932742,0.002474568114483,0.100822638753871,0.193016312929709
257,zwf1egf,0.144776290836062,0.094379056209438,0.161738301971819,ACOS,24,14,6,14,6,24,0.33,,0.003043144645681,0.005215066429091,0.237365282363121,0.406775181469058
258,zwf1egf,0.333547424170288,9.99990000099999E-06,6.53839615449999E-05,ACOS,24,10,18,10,18,24,0.67,,1.30977971724303E-10,1.68683751463118E-09,1.02162817944957E-08,1.31573326141232E-07
259,zwf1egf,0.090523517784407,0.617883821161788,0.702140705865669,ACOS,24,12,16,12,16,24,0.83,,0.043157824850653,0.049042982784833,3.36631033835095,1
260,zwf1egf,0.268547588690016,1.9999800002E-05,0.000114863716228,COS,24,18,6,18,6,24,0.5,,1.8073186153643E-07,1.11320349497077E-06,1.40970851998416E-05,8.68298726077199E-05
261,zwf1egf,0.112238800612056,0.344166558334417,0.444592058638684,ACOS,24,8,16,8,16,24,0.67,,0.016726510390086,0.021607194272907,1.30466781042668,1
262,zwf1egf,0.143941884595921,0.098379016209838,0.167244327556724,ACOS,24,2,10,2,10,24,0.67,,0.003192879592785,0.005427895307734,0.249044608237227,0.423375834003286
263,zwf1egf,0.22684888068627,0.000459995400046,0.001810167083514,ACOS,24,4,22,4,22,24,0.25,,8.61200618550662E-06,3.38898391559288E-05,0.00067173648247,0.002643407454162
264,zwf1egf,0.333725794474252,9.99990000099999E-06,6.53839615449999E-05,COS,24,12,0,12,0,24,0.5,,1.28143970867155E-10,1.68683751463118E-09,9.99522972763811E-09,1.31573326141232E-07
265,zwf1egf,0.231672608858972,0.00029999700003,0.00128786590922,ACOS,24,0,8,0,8,24,0.67,,5.67973579588556E-06,2.43827041742562E-05,0.000443019392079,0.001901850925592
266,zwf1egf,0.294543937201713,9.99990000099999E-06,6.53839615449999E-05,ACOS,24,22,14,22,14,24,0.33,,1.19732293898029E-08,8.92740787836183E-08,9.33911892404629E-07,6.96337814512223E-06
267,zwf1egf,0.124667735453481,0.222257777422226,0.321291004777027,ACOS,24,6,4,6,4,24,0.08,,0.009085956643993,0.013134461135025,0.708704618231489,1
268,zwf1egf,0.167220236649846,0.030389696103039,0.063938717048473,ACOS,24,20,14,20,14,24,0.25,,0.000766548791863,0.001612788299712,0.059790805765337,0.125797487377565
269,zwf1egf,0.208536155706551,0.002139978600214,0.007105397696023,ACOS,24,8,22,8,22,24,0.42,,3.88862020940677E-05,0.00012911434289,0.003033123763337,0.010070918745456
270,zwf1egf,0.146917199362327,0.085109148908511,0.147638319535172,COS,24,8,20,8,20,24,0.5,,0.002687466713439,0.004661932053925,0.209622403648248,0.363630700206144
271,zwf1egf,0.092960872589865,0.585834141658583,0.672917595148373,ACOS,24,18,22,18,22,24,0.83,,0.039090247672446,0.044900960164296,3.04903931845077,1
272,zwf1egf,0.050234664900174,0.985030149698503,0.999010646685986,ACOS,24,18,20,18,20,24,0.92,,0.170598451179497,0.173871323144572,13.3066791920008,1
273,zwf1egf,0.44258329304007,9.99990000099999E-06,6.53839615449999E-05,COS,24,8,20,8,20,24,0.5,,2.52154862684903E-17,1.33957270801355E-15,1.96680792894224E-15,1.04486671225057E-13
274,zwf1egf,0.168539965669886,0.028229717702823,0.059689701610447,ACOS,24,12,10,12,10,24,0.08,,0.000703163007162,0.001486787452954,0.054846714558611,0.115969421330396
275,zwf1egf,0.149817383038051,0.073919260807392,0.1303555429176,ACOS,24,4,20,4,20,24,0.33,,0.002265523269559,0.003995217384077,0.176710815025618,0.31162695595804
276,zwf1egf,0.198929794237118,0.004159958400416,0.012277655001228,ACOS,24,2,18,2,18,24,0.33,,8.19022999049225E-05,0.000241725537914,0.006388379392584,0.018854591957279
277,zwf1egf,0.064654320310979,0.91330086699133,0.960774426909196,ACOS,24,12,12,12,12,24,0,,0.110284942894614,0.116017576064879,8.60222554577992,1
278,zwf1egf,0.135947941494632,0.141878581214188,0.225836692943932,ACOS,24,12,20,12,20,24,0.67,,0.00500007596097,0.007958922409784,0.390005924955685,0.62079594796317
279,zwf1egf,0.306527834103097,9.99990000099999E-06,6.53839615449999E-05,ACOS,24,6,16,6,16,24,0.58,,3.16449279805338E-09,2.92371617211454E-08,2.46830438248164E-07,2.28049861424934E-06
280,zwf1egf,0.28885134487297,9.99990000099999E-06,6.53839615449999E-05,ACOS,24,22,6,22,6,24,0.67,,2.21358071230081E-08,1.51737387536749E-07,1.72659295559463E-06,1.18355162278664E-05
281,zwf1egf,0.311697839758969,9.99990000099999E-06,6.53839615449999E-05,ACOS,24,4,22,4,22,24,0.25,,1.75489812880128E-09,1.86457926185136E-08,1.368820540465E-07,1.45437182424406E-06
282,zwf1egf,0.248452749284478,0.000119998800012,0.00059999400006,ACOS,24,2,8,2,8,24,0.75,,1.25406397082826E-06,6.27031985414131E-06,9.78169897246044E-05,0.000489084948623
